0,0,0.31,0,0,0,0,0,0,2886,1,220000,0
4.0142E-05,0,0.31,5.3275E-06,-2.6389E-15,0,0,0,-1.7421E-15,2885.9,1,220000,0
6.3006E-05,0,0.31,1.9759E-05,-1.0032E-13,0,0,0,-6.6222E-14,2885.6,1,220000,0
-0.012871,0,0.31,9.5702E-05,-1.5284E-11,0,0,0,-1.0088E-11,2885.1,1,220000,0
0.014522,0,0.31,1.8083E-05,-1.1246E-10,0,0,0,-7.4231E-11,2884.9,1,220000,0
0.021615,0,0.31,-5.8242E-06,2.6758E-09,0,0,0,1.7662E-09,2884.5,1,220000,0
-0.035872,0,0.31,0.00025146,-1.6688E-09,0,0,0,-1.1015E-09,2883.4,1,220000,0
-0.034927,0,0.31,0.00034885,-1.6511E-09,0,0,0,-1.0898E-09,2882.6,1,220000,0
-0.033154,0,0.31,0.0004069,-2.1304E-09,0,0,0,-1.4062E-09,2881.9,1,220000,0
-0.030587,0,0.31,0.00032314,-1.9505E-09,0,0,0,-1.2875E-09,2881.5,1,220000,0
-0.027284,0,0.31,0.00036417,-1.2371E-09,0,0,0,-8.1658E-10,2880.8,1,220000,0
-0.023318,0,0.31,0.00062263,-2.1475E-09,0,0,0,-1.4175E-09,2879.6,1,220000,0
-0.018774,0,0.31,0.00055382,-3.9379E-09,0,0,0,-2.5993E-09,2879.1,1,220000,0
-0.013756,0,0.31,0.00020736,-3.4479E-09,0,0,0,-2.2758E-09,2879.3,1,220000,0
-0.0083861,0,0.31,0.0011679,-6.7866E-09,0,0,0,-4.4796E-09,2876.6,1,220000,0
-0.0027524,0,0.31,0.0005894,-7.8661E-09,0,0,0,-5.1921E-09,2877.3,1,220000,0
0.0029889,0,0.31,0.00061487,-1.1009E-08,0,0,0,-7.2669E-09,2876.7,1,220000,0
0.0087059,0,0.31,0.00063986,-1.5072E-08,0,0,0,-9.9487E-09,2876.1,1,220000,0
0.014268,0,0.31,0.00066486,-2.0126E-08,0,0,0,-1.3284E-08,2875.5,1,220000,0
0.019547,0,0.31,0.00069034,-2.6208E-08,0,0,0,-1.7299E-08,2874.9,1,220000,0
0.024424,0,0.31,0.00021061,-3.197E-08,0,0,0,-2.1102E-08,2875.5,1,220000,0
0.028748,0,0.31,-0.00052553,-3.7796E-08,0,0,0,-2.4948E-08,2876.6,1,220000,0
0.032375,0,0.31,-0.00048638,-4.6428E-08,0,0,0,-3.0646E-08,2876,1,220000,0
