0,0,0.30938403,0,0,0,0,0,0,2886,1,220000,0
1.60E-07,0,0.30938403,3.56E-07,-2.96E-18,0,0,0,-1.97E-18,2885.99289,1,220000,0
2.07E-06,0,0.30938403,1.39E-06,-1.15E-16,0,0,0,-7.59E-17,2885.973682,1,220000,0
7.65E-06,0,0.30938403,3.06E-06,-8.56E-16,0,0,0,-5.65E-16,2885.943087,1,220000,0
1.66E-05,0,0.30938403,5.33E-06,-3.52E-15,0,0,0,-2.32E-15,2885.901779,1,220000,0
2.66E-05,0,0.30938403,8.16E-06,-1.05E-14,0,0,0,-6.91E-15,2885.850399,1,220000,0
3.66E-05,0,0.30938403,1.15E-05,-2.53E-14,0,0,0,-1.67E-14,2885.789553,1,220000,0
4.78E-05,0,0.30938403,1.54E-05,-5.33E-14,0,0,0,-3.52E-14,2885.719817,1,220000,0
6.21E-05,0,0.30938403,1.98E-05,-1.01E-13,0,0,0,-6.67E-14,2885.641735,1,220000,0
7.89E-05,0,0.30938403,2.46E-05,-1.77E-13,0,0,0,-1.17E-13,2885.555827,1,220000,0
9.66E-05,0,0.30938403,2.98E-05,-2.91E-13,0,0,0,-1.92E-13,2885.462581,1,220000,0
0.000113885,0,0.30938403,3.54E-05,-4.56E-13,0,0,0,-3.01E-13,2885.362465,1,220000,0
0.000132087,0,0.30938403,4.14E-05,-6.86E-13,0,0,0,-4.53E-13,2885.255919,1,220000,0
0.000152696,0,0.30938403,4.77E-05,-9.95E-13,0,0,0,-6.57E-13,2885.143362,1,220000,0
0.000175447,0,0.30938403,5.44E-05,-1.40E-12,0,0,0,-9.26E-13,2885.025191,1,220000,0
0.000198621,0,0.30938403,6.13E-05,-1.93E-12,0,0,0,-1.27E-12,2884.901781,1,220000,0
0.00022135,0,0.30938403,6.86E-05,-2.59E-12,0,0,0,-1.71E-12,2884.77349,1,220000,0
0.000244664,0,0.30938403,7.61E-05,-3.41E-12,0,0,0,-2.25E-12,2884.640655,1,220000,0
0.000269933,0,0.30938403,8.39E-05,-4.42E-12,0,0,0,-2.92E-12,2884.503598,1,220000,0
0.000296923,0,0.30938403,9.19E-05,-5.64E-12,0,0,0,-3.72E-12,2884.362621,1,220000,0
0.000324118,0,0.30938403,0.000100131,-7.09E-12,0,0,0,-4.68E-12,2884.218013,1,220000,0
0.000350758,0,0.30938403,0.000108573,-8.82E-12,0,0,0,-5.82E-12,2884.070048,1,220000,0
0.000377768,0,0.30938403,0.000117208,-1.08E-11,0,0,0,-7.15E-12,2883.918983,1,220000,0
0.000406369,0,0.30938403,0.000126022,-1.32E-11,0,0,0,-8.70E-12,2883.765064,1,220000,0
0.000436355,0,0.30938403,0.000135002,-1.59E-11,0,0,0,-1.05E-11,2883.608524,1,220000,0
