0,                             0,                             0,                             0,                              ,3.225806,0,0,
0.01,                           0.2,                             0,                  -0.004846907,                              ,3.225806,0.009999833,0.009999833,
0.02,                     0.3974026,                  0.0006666533,                  -0.008592296,                              ,3.225806,0.01999867,0.01999867,
0.03,                     0.5914254,                   0.001999862,                   -0.01150723,                              ,3.225806,0.0299955,0.0299955,
0.04,                     0.7813087,                   0.003999382,                   -0.01379453,                              ,3.225806,0.03998933,0.03998933,
0.05,                     0.9663222,                    0.00666477,                   -0.01560628,                              ,3.225806,0.04997917,0.04997917,
0.06,                       1.14577,                   0.009995328,                   -0.01705686,                              ,3.225806,0.05996401,0.05996401,
0.07,                      1.318998,                    0.01399006,                   -0.01823243,                              ,3.225806,0.06994285,0.06994285,
0.08,                      1.485395,                     0.0186476,                   -0.01919813,                              ,3.225806,0.07991469,0.07991469,
0.09,                        1.6444,                    0.02396619,                   -0.02000324,                              ,3.225806,0.08987855,0.08987855,
0.1,                      1.795507,                    0.02994362,                   -0.02068521,                              ,3.225806,0.09983342,0.09983342,
0.11,                      1.938265,                    0.03657715,                   -0.02127252,                              ,3.225806,0.1097783,0.1097783,
0.12,                      2.072282,                    0.04386352,                   -0.02178688,                              ,3.225806,0.1197122,0.1197122,
0.13,                      2.197229,                    0.05179886,                   -0.02224489,                              ,3.225806,0.1296341,0.1296341,
0.14,                      2.312837,                    0.06037864,                   -0.02265929,                              ,3.225806,0.1395431,0.1395431,
0.15,                        2.4189,                    0.06959769,                   -0.02303983,                              ,3.225806,0.1494381,0.1494381,
0.16,                      2.515277,                     0.0794501,                   -0.02339404,                              ,3.225806,0.1593182,0.1593182,
0.17,                      2.601888,                     0.0899292,                    -0.0237277,                              ,3.225806,0.1691823,0.1691823,
0.18,                      2.678714,                     0.1010275,                   -0.02404531,                              ,3.225806,0.1790296,0.1790296,
0.19,                      2.745793,                     0.1127368,                   -0.02435032,                              ,3.225806,0.1888589,0.1888589,
0.2,                      2.803224,                      0.125048,                   -0.02464542,                              ,3.225806,0.1986693,0.1986693,
0.21,                      2.851155,                      0.137951,                    -0.0249327,                              ,3.225806,0.2084599,0.2084599,
0.22,                      2.889788,                      0.151435,                   -0.02521379,                              ,3.225806,0.2182296,0.2182296,
0.23,                      2.919369,                     0.1654882,                   -0.02548995,                              ,3.225806,0.2279775,0.2279775,
0.24,                      2.940189,                     0.1800978,                   -0.02576216,                              ,3.225806,0.2377026,0.2377026,
0.25,                      2.952576,                     0.1952503,                   -0.02603119,                              ,3.225806,0.247404,0.247404,
0.26,                      2.956893,                      0.210931,                   -0.02629764,                              ,3.225806,0.2570806,0.2570806,
0.27,                      2.953531,                     0.2271244,                   -0.02656197,                              ,3.225806,0.2667314,0.2667314,
0.28,                      2.942908,                     0.2438141,                   -0.02682453,                              ,3.225806,0.2763556,0.2763556,
